widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Limited Partnership in Jurisdiction of Organization),entity.home_jurisdiction_name,high,"Foreign LP name in home jurisdiction (top-of-form widget directly under the form title; same convention as MLLC-12, MLPA-12A)."
Text2,0,text,"FIRST: The fictitious name, if any, of the limited partnership under which the limited partnership applied for authority to transact business in this State because its real name was not available is",entity.maine_fictitious_name,high,"Fictitious name used in Maine when the home name was unavailable (per 31 MRSA §1508). Same key as FICT-4, MLLC-12."
Text3,0,text,SECOND: The jurisdiction of its organization is,entity.home_jurisdiction,high,State or country of organization.
Text4,0,text,SECOND: The date of organization is,entity.formation_date_in_home_jurisdiction,high,Date of organization in home jurisdiction.
Text5,0,text,THIRD: The date on which it was authorized to transact business in the State of Maine is,entity.maine_authorization_date,high,Date the foreign LP was originally authorized in Maine.
Text6,0,text,"FOURTH: The street and mailing address of the foreign limited partnership's principal office is: (physical location - street (not P.O. Box), city, state and zip code)",entity.principal_office.physical_address,high,Physical address of principal office (single-line; not P.O. Box).
Text7,0,text,(mailing address if different from above) [principal office],entity.principal_office.mailing_address,high,Optional mailing address of principal office.
Text8,0,text,"FIFTH: The street and mailing address of the foreign limited partnership's required* office is: (physical location - street (not P.O. Box), city, state and zip code)",entity.required_office.physical_address,high,Physical address of the required office in the home jurisdiction (only applicable if home jurisdiction's laws require maintaining such an office; the asterisk footnote on page 1 clarifies).
Text9,0,text,(mailing address if different from above) [required office],entity.required_office.mailing_address,high,Optional mailing address of required office.
Text10,1,text,Dated ___,filing.date_signed,high,Date the cancellation notice was signed.
Text11,1,text,General Partner(s) **: (signature) / (type or print name),general_partner_1.printed_name,high,"Printed name of the individual GP signer (per-officer signer pattern; only one inline slot since §1324.1.M requires only one GP signature). Same shape as MLPA-12A, MLPA-13A, MLPA-17."
Text12,1,text,For General Partner(s) which are Entities: Name of Entity,general_partner_entity_1.name,high,Name of an entity GP signer (alternative to individual signer).
Text13,1,text,By (authorized signature) / (type or print name and capacity) [entity GP signer],general_partner_entity_1.signer_printed_name_and_capacity,high,Printed name + capacity of authorized signer for the entity GP.
cover1,2,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive).
cover2,2,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2.
cover3,2,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite enum value 'hold_for_pickup'.
cover4,2,text,24-hour expedited filing,filing.expedited_service,high,Expedite enum value '24h_next_business_day'.
cover,2,text,Immediate expedited filing,filing.expedited_service,high,"Expedite enum value 'immediate_same_day' (note: widget is bare 'cover', not 'cover5' — same template artifact as MLPA-6)."
cover6,2,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees (base $90 per page-0 header plus expedite premium).
cover7,2,text,(Name of contact person),filing.contact.name,high,Contact name.
cover8,2,text,(Daytime telephone number),filing.contact.phone,high,Contact phone.
cover9,2,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
cover10,2,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,Annual-report reminder email.
cover11,2,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
cover12,2,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
cover13,2,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
cover14,2,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined (single widget).
