widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Check Box12,0,text,Articles of Entity Conversion (13-C MRSA §955.1) [option 1],filing.underlying_filing_type,high,Radio option for underlying filing type. Enum value 'articles_of_entity_conversion' (13-C MRSA §955.1).
Check Box13,0,text,"Articles/Certificate of Merger or Share Exchange (13-C MRSA §1106, 31 MRSA §744, 31 MRSA §1436) [option 2]",filing.underlying_filing_type,high,Enum value 'merger_or_share_exchange'.
Check Box14,0,text,Certificate of Inter-Entity Consolidation (31 MRSA §744) [option 3],filing.underlying_filing_type,high,Enum value 'inter_entity_consolidation'.
Check Box15,0,text,"Articles/Certificate of Conversion (31 MRSA §746, 31 MRSA §1432) [option 4]",filing.underlying_filing_type,high,Enum value 'articles_of_conversion'.
Check Box16,0,text,Articles of Conversion of Partnership (31 MRSA §1093) [option 5],filing.underlying_filing_type,high,Enum value 'conversion_of_partnership'.
Text1,0,text,"FIRST: The name of the registered limited liability partnership is — must contain 'Limited Liability Partnership', 'L.L.P.' or 'LLP' (per 31 MRSA §803-A)",entity.name,high,Top-of-form LLP name. Domestic Maine filing — uses entity.name (not entity.home_jurisdiction_name). Must contain LLP suffix per 31 MRSA §803-A.
Check Box17,0,text,SECOND: Commercial Registered Agent,registered_agent.type,high,"Radio option for Commercial Registered Agent. Enum value 'commercial'. Same key family as MLLP-6A, MLLP-12, FICT-4."
Text2,0,text,SECOND: CRA Public Number (alongside Commercial Registered Agent radio),registered_agent.cra_public_number,high,"CRA Public Number, required when registered_agent.type = 'commercial'."
Text3,0,text,SECOND: (name of commercial registered agent),registered_agent.name,high,Name of the commercial registered agent. Synth fills exactly one of Text3 / Text4 based on registered_agent.type.
Check Box18,0,text,SECOND: Noncommercial Registered Agent,registered_agent.type,high,Radio option for Noncommercial Registered Agent. Enum value 'noncommercial'.
Text4,0,text,SECOND: (name of noncommercial registered agent),registered_agent.name,high,Name of the noncommercial registered agent (alternative slot to Text3). Same canonical key — exactly one is filled per registered_agent.type.
Text5,0,text,"SECOND: (physical location, not P.O. Box – street, city, state and zip code)",registered_agent.physical_address,high,"Physical address of the registered agent in Maine (single-line: street, city, state, zip; not P.O. Box)."
Text6,0,text,SECOND: (mailing address if different from above),registered_agent.mailing_address,high,Mailing address of the registered agent (when different from physical).
Check Box19,0,checkbox,"FOURTH: This is a professional limited liability partnership* formed pursuant to 13 MRSA, chapter 22-A to provide the following professional services",entity.is_professional_llp,high,"Boolean elect-in for professional LLP status under 13 MRSA Chapter 22-A. Same key as LLP_MLLP-12. When true, entity.professional_services_description.line{1,2} must be populated."
Text7,0,text,FOURTH: (type of professional services) line 1,entity.professional_services_description.line1,high,"First line of the professional-services description. Multi-line shape primitive — same as LLP_MLLP-12, LP_MLPA-12-1."
Text8,0,text,FOURTH: (type of professional services) line 2,entity.professional_services_description.line2,high,Second line of the professional-services description.
Text9,1,text,"FIFTH: The name and business, residence or mailing address of the contact partner is: Name",contact_partner.name,high,"Name of the LLP's designated contact partner. Same key as LLP_MLLP-6A, LLP_MLLP-9."
Text10,1,text,FIFTH: ... Address,contact_partner.address,high,"Combined business/residence/mailing address of the contact partner (single-line widget; no street/city split). Same key as LLP_MLLP-6A, LLP_MLLP-9."
Text11,1,text,"SIXTH: Other provisions of this certificate, if any, that the partners determine to include are set forth in Exhibit ___ attached hereto and made a part hereof.",entity.additional_provisions_exhibit_letter,high,"Single-letter exhibit reference for additional certificate provisions. Same key as LLP_MLLP-6A, MBCA-6, MLPA-6."
